plaintext,ciphertext,cipher_type,key,ciphertext_length,avg_char_freq,unique_chars
this is a secret message number 1212,istm2iceei2tsrsnrsemgb1haesu1,columnar,nxfrl,29,1.9333333333333333,15
this is a secret message number 1213,COQT AB I OWLYMU EtNZiBW UCNXWA 1213,vigenere,jhibws,36,1.6363636363636365,22
this is a secret message number 1214,YDMbk LFgW XAGUJW VAQXWKH QHVXCW 1214,vigenere,fwedfdnjwy,37,1.608695652173913,23
this is a secret message number 1215,sseseb2hscmpart5ietsne1iaregm1,columnar,wkya,30,1.875,16
this is a secret message number 1216,ti sase esg tubr11hsi e rtmsaenme 26,rail_fence,2,36,2.25,16
this is a secret message number 1217,EgSTD TD L DPNPCEy XPDDLRP YFXMPC 1217,caesar,11,38,2.0,19
this is a secret message number 1218,BPQA QA I AMKZMB UMAbIOM VUCJMZ 121q8,caesar,8,37,1.9473684210526316,19
this is a secret message number 1219,rsriaeamnhicsbiegrhesm9ste1tseu1,columnar,sqfamre,32,2.1333333333333333,15
this is a secret message number 1220,tatgeieen1seab0scsu2hsmerirsm2,columnar,cjehlf,30,1.875,16
this is a secret message number 1221,PAED tCaE P XOYCAN ZTQOTCP HGZQCN 1221,vigenere,wtwlwumnpy,38,2.0,19
this is a secret message number 1222,BQPA QA  AMKZMB UMAAIO MVCUJMZ 1222,caesar,8,35,2.1875,16
this is a secret message number 1223,HVWGk WGs O GSQFSH ASGGOSU BIAPSF 1223,caesar,14,38,2.0,19
this is a secret message number 1224,BYWZ QJ H AdQYIBA LWARUL VLAIIZ1224,vigenere,irohe,35,1.9444444444444444,18
this is a secret message number 1225,YNRJ TQ D YNTMPR PJYBBRdP XERHNI 1225,vigenere,fgjrvlyrd,37,1.9473684210526316,19
this is a secret message number 1226,RFPZ NJ Y ZLYWVQ KZaOFXB LBTXJI 1262,vigenere,yyhhwfrx,36,1.6363636363636365,22
this is a secret message number 1227,FUE UE m EODQF YQEEMSQ ZGYNQD 1227,caesar,12,34,2.0,17
this is a secret message number 1228,PDEOE O W OAYNAP IAOOWCA JQIXAN1 228,caesar,22,36,2.1176470588235294,17
this is a secret message number 1229,irg1int2aehmcarsmu9ssbsee2tsee,columnar,xnatgris,30,1.875,16
this is a secret message number 1230,ESTD TD L ePNCPE XPDDLRP YFsMPC 230,caesar,11,35,1.8421052631578947,19
this is a secret message number 1231,GWxS HE B HVCYDF NRJHAND RVZQVR 1s31,vigenere,nprahzmeb,36,1.6363636363636365,22
this is a secret message number 1232,YSMgR IQ FWDZRCR XIRPAEC YYLYEP 1232,vigenere,flezxayy,36,1.7142857142857142,21
this is a secret message number 1233,UIJT JT B TFDSFU NFTTBHF OVyNsFS 1233,caesar,1,37,2.0555555555555554,18
this is a secret message number 1234,semgb3haesu1istai2tsrsnrieece4,columnar,tlndy,30,1.7647058823529411,17
this is a secret message number 1235,hscmaur5ssseb2tietsnei3aregm1,columnar,xhys,29,1.7058823529411764,17
this is a secret message number 1236,icsiegkrste1tseu3sraeamno2hesm6,columnar,lyeqgjs,31,1.7222222222222223,18
this is a secret message number 1237,tsce rhi ermsene 7i ttse sgub13s vam2,rail_fence,4,37,1.9473684210526316,19
this is a secret message number 1238,JBWU E S IYQTTP AWYIUUG JBAeKH 2138,vigenere,quocpwhosg,35,1.6666666666666667,21
this is a secret message number 1239,MXOH YY T vTVHKI CKHLMQTD ABUUX 1239,vigenere,tqgp,36,1.6363636363636365,22
this is a secret message number 1240,JSMO DL Z DIYZM LUDWWZ MsTCMIN 1240,vigenere,qlewtvtzz,35,1.75,20
this is a secret message number 1241,smu1hcairrg1teseitn4ssbaumsee2,columnar,lgjymawo,30,1.875,16
this is a secret message number 1242,ti sase esg ubr14hzsi  etrtmsaenme 22,rail_fence,2,37,2.176470588235294,17
this is a secret message number 1243,ti sasce seg lbr14hsi  nertmsaenme 23,rail_fence,2,37,2.0555555555555554,18
this is a secret message number 1244,oVWG WG O GSQFSH ASGyOUS BIAPSFi 1244,caesar,14,37,1.85,20
this is a secret message number 1245,OCDN DN V NpZXMZO HZNNVBZ IPHWZM 1j245,caesar,21,38,1.9,20
this is a secret message number 1246,ZYJrJ QK R JAKJKK DAAKGX FCEHVS 1246,vigenere,grbrwis,36,1.6363636363636365,22
this is a secret message number 1247,seezitn4rig1sm7aemssbhcartese,columnar,wskdglmo,29,1.8125,16
this is a secret message number 1248,OHAH JD V KTXSPZ iWHBRK NMBWFC 248,vigenere,vaspvblg,34,1.4166666666666667,24
this is a secret message number 1249,FBOU CY M YGrOLKV GKUEUtG HAONYX 2149,vigenere,mugc,37,1.608695652173913,23
this is a secret message number 1250,XTFF ME N WQZEWX JRKWMDR RGJOW 1x250,vigenere,emxns,36,1.7142857142857142,21
this is a secret message number 1251,VJKU kKU C UGETGV OGiUUCIG PWOGT 1251,caesar,2,37,2.0555555555555554,18
this is a secret message number 1252,iegrltseu5amn2icsbbnaeste1hesm2,columnar,iyoufwk,31,1.8235294117647058,17
this is a secret message number 1253,t ac s b1hsi  rtmasenme 23isseegur5,rail_fence,3,35,1.9444444444444444,18
this is a secret message number 1254,ZCBP Y  COwMXQ WKNLXQO INJLOX 1254,vigenere,gvtxkk,34,1.619047619047619,21
this is a secret message number 1255,VJKU KU CcUGETGV OGUUCIG PWODGw 155,caesar,2,35,1.9444444444444444,18
this is a secret message number 1256,BaXXA ZH IH MTITU CTAJRVF DJUSxG 1256,vigenere,iqpirrpb,37,1.5416666666666667,24
this is a secret message number 1257,CGFA Of X QKLQBB SNRPIEK yRgUZKA 1257,vigenere,jzxiyg,37,1.4230769230769231,26
this is a secret message number 1258,t ac sdb1hsi  ertmsagnme 28issevgur5,rail_fence,3,36,1.8,20
this is a secret message number 1259,QEFP PF X PZBOBQ JPPXDB KRJYBO 1259,caesar,23,35,1.9444444444444444,18
this is a secret message number 1260,tsce rhi edsene 0i sae sgub16s tam2,rail_fence,4,35,1.8421052631578947,19
this is a secret message number 1261,ti sascxe esg rbur16hsi  ertmsaenme 21,rail_fence,2,38,2.111111111111111,18
this is a secret message number 1262,NCM CM UMYWLYN GYMMUAY HOGVYi 1262,caesar,20,34,2.0,17
this is a secret message number 1263,HNYQ LGQ CHQfUR PSYIYQH TKKLFH 1263,vigenere,ogqykd,35,1.6666666666666667,21
this is a secret message number 1264,YTAJ IX B PEHDFB MJETIDq ZVUzEW 1264,vigenere,fmbixa,36,1.5,24
this is a secret message number 1265,GKGQ VV Y FHAPGE KCSFDE CAXKZEE 126y5,vigenere,ndyya,37,1.7619047619047619,21
this is a secret message number 1266,ta  1h  tmen 2isseegur6swiersam6e csq,rail_fence,5,37,2.0555555555555554,18
this is a secret message number 1267,GUVF V N RPERG ZRFFNTR AHZORE 126v7,caesar,13,35,1.8421052631578947,19
this is a secret message number 1268,ti asce rsg ubr16hsi  ertmsaenme 28,rail_fence,2,35,1.9444444444444444,18
this is a secret message number 1269,ta  1h  tmen 2isseegur6siersame csb,rail_fence,5,35,2.0588235294117645,17
this is a secret message number 1270,NJJX M B SEWeTFY MYUTFGE PVRBEL 12p70,vigenere,ucbfaa,37,1.5416666666666667,24
this is a secret message number 1271,GJNK PZ F FGHJAxTJCFCLW UBTGOE 127r,vigenere,ncfswhhhfk,35,1.5217391304347827,23
this is a secret message number 1272,irg1hcaraemssbse2eitnt7elsesmu2,columnar,pbalouei,31,1.8235294117647058,17
this is a secret message number 1273,scsu2hsmerseab3ien1atgeirsm7,columnar,rhnfvi,28,1.6470588235294117,17
this is a secret message number 1274,LHDK DK rhV SZURZL HWSNSGZ NPEBZJf 1274,vigenere,sav,39,1.625,24
this is a secret message number 1275,ti sasce esg ubr17hsi  dertsmaenme u25,rail_fence,2,38,2.0,19
this is a secret message number 1276,DAKG T K SYCVB FGGOLXM GWAXPI1276,vigenere,ktcowlri,33,1.434782608695652,23
this is a secret message number 1277,QEFP FP X PBZBQ JBPtPXDB KRJYOB 1277,caesar,23,36,2.0,18
this is a secret message number 1278,KXPI MU Gop JUJHXX VKUwQNU RWVHGI 1278,vigenere,rqhqtecjgc,38,1.7272727272727273,22
this is a secret message number 1279,JXYI Y Q IUSHUJ UIIQWU DKRUH 1279,caesar,16,33,1.9411764705882353,17
this is a secret message number 1280,DLKJ GY L CIEIXR RiPEuCEIV LARMQB 12z0,vigenere,kecrtygflm,38,1.5833333333333333,24
this is a secret message number 1281,MABL BL d LXxKXM FXLLTZX GNFUXK 128s1,caesar,19,37,1.9473684210526316,19
this is a secret message number 1282,tsce rhi ermseqne 2i ase sgu1b8sytam2,rail_fence,4,37,1.9473684210526316,19
this is a secret message number 1283,LZiA AK S KWUJWLx EWKKSYW FMETWJ 1283,caesar,18,37,1.85,20
this is a secret message number 1284,ti sasceesgu br18hsi  ertmsaenme2 4,rail_fence,2,35,1.9444444444444444,18
this is a secret message number 1285,AOPZ PZ  ZLJYLA TLZtZHNL UBTjILY 1285,caesar,7,37,1.85,20
this is a secret message number 1286,haesu1semgrb8istm2zsrsnriceee6,columnar,rcojw,30,1.6666666666666667,18
this is a secret message number 1287,semgb8istaum2iceee7tsrsnhraesuq,columnar,rvdbi,31,1.8235294117647058,17
this is a secret message number 1288,sce rhi ermsene i8 ase sgub18sgtam2,rail_fence,4,35,2.0588235294117645,17
this is a secret message number 1289,aunregm1hscmaur9sseseb2tietsne8,columnar,xomw,31,1.8235294117647058,17
this is a secret message number 1290,ty  1 h tmen 2isseeur9siersame0 csb,rail_fence,5,35,1.9444444444444444,18
this is a secret message number 1291,tagtehsmeiscsgu2ieen1irsm9seab1,columnar,bcnhou,31,1.9375,16
this is a secret message number 1292,PEDO EO W OAYNAP IAOOWCA JQItXAN1 292,caesar,22,37,2.0555555555555554,18
this is a secret message number 1293,tscex rhi eomsene 3i asee sgub19s tam2,rail_fence,4,38,1.9,20
this is a secret message number 1294,RoFGQ GQl Y QCPACR KCQQYEC LSKZCP 1294,caesar,24,38,1.9,20
this is a secret message number 1295,VJKU KU c UGETG VOGUUCIG dWODGT 1295,caesar,2,36,1.894736842105263,19
this is a secret message number 1296,AOPZ P ZH ZLJYLsA TLZZHNL UBTILY 1269,caesar,7,37,1.9473684210526316,19
this is a secret message number 1297,te1amn2hkesm7tseu9sraeicsbqegr,columnar,nltrvdj,30,1.5789473684210527,19
this is a secret message number 1298,aemtessu8ssbsee2ir1hcaritn9,columnar,iwtoyjbk,27,1.6875,16
this is a secret message number 1299,tietsne9sseseb2hsmar9iaroegm1,columnar,iuvj,29,1.9333333333333333,15
this is a secret message number 1300,WGWF HGo D GRFQSG LSFVZUR koMIZEDF 1300,vigenere,dzon,39,1.8571428571428572,21
this is a secret message number 1301,istam3pemgb0iceee1tsrsnrhaebs1u,columnar,iuacg,31,1.8235294117647058,17
this is a secret message number 1302,ista3tsrnrsemgb0iceee2haesu1,columnar,fzcrw,28,1.6470588235294117,17
this is a secret message number 1303,UrLE IV rVQDRHF MHETAJQ NXYCEU 1303,vigenere,badm,35,1.5217391304347827,23
this is a secret message number 1304,CQRBi RB J BNLANC VNBBJP WDVKNmA 1304,caesar,9,37,1.85,20
this is a secret message number 1305,t ac s b1hdi  ertmstaenme 35iszeegur0,rail_fence,3,37,1.85,20
this is a secret message number 1306,HVWGyWG O GSQFSH SAGGOUS BIAPSFi1306,caesar,14,36,1.8,20
this is a secret message number 1307,ta 1h  tmen 3iseegur0siersame7 csb,rail_fence,5,34,1.8888888888888888,18
this is a secret message number 1308,spmgb0istam3iceeed8tsrsnrhaeus1,columnar,hkedg,31,1.631578947368421,19
this is a secret message number 1309,ta  1h  tmen 3issegu0siersame9 csb,rail_fence,5,34,1.8888888888888888,18
this is a secret message number 1310,ta  1h  tmen 3izdseegur1siersame0 ncsb,rail_fence,5,38,2.0,19
this is a secret message number 1311,NBCM CM U MWYLYN GYMMUAYHOGVYL 131q,caesar,20,35,2.0588235294117645,17
this is a secret message number 1312,NBC M U YWLYN GYMMUAY HOGVYL 1312,caesar,20,33,1.9411764705882353,17
this is a secret message number 1313,AOPZ PZ H ZLfYLA ToLZZHNL UBTIL 1313,caesar,7,36,2.1176470588235294,17
this is a secret message number 1314,QEFPmFP X PBZOBQ JBPPXB KRJYBOo1314,caesar,23,35,1.9444444444444444,18
this is a secret message number 1315,tsce rhirermsepe 5i aseb sgub11s tam3,rail_fence,4,37,2.176470588235294,17
this is a secret message number 1316,ta  1h  tmen l3isseegur1sierwsame6 csb,rail_fence,5,38,2.0,19
this is a secret message number 1317,tsce rhi yrmstne k7i ase sgub11s tam3,rail_fence,4,37,1.9473684210526316,19
this is a secret message number 1318,XLMW MW E WIGVIX QIWWEKI RYQFI V1318,caesar,4,36,2.1176470588235294,17
this is a secret message number 1319,see3amsmu9hcarirg1tesvietn1ssb,columnar,slmavfbz,30,1.7647058823529411,17
this is a secret message number 1320,saemgb2tsrsnrhaesu1istaimceee0,columnar,djpbz,30,1.875,16
this is a secret message number 1321,ETD gD L DPNCPE XPDDLRP YFMPC 1321,caesar,11,34,2.0,17
this is a secret message number 1322,tse rhi ermsene ji2i ase sgub12s tam3,rail_fence,4,37,2.176470588235294,17
this is a secret message number 1323,t a 1h  tmeno3isseegur2siersaem3 csb,rail_fence,5,36,2.0,18
this is a secret message number 1324,PLCNH K E NTBJAXy HTRKWKY CTEXIL 13l24,vigenere,weuvpzs,38,1.6521739130434783,23
this is a secret message number 1325,VYL DG L JDVKH XGJRTZZ HFOSDK 132f,vigenere,crzttvoul,34,1.7,20
this is a secret message number 1326,YMNXNXF XJHWJ YRJXXFLJ SZRGJW 1326,caesar,5,34,1.8888888888888888,18
this is a secret message number 1327,ta  1h  tmen 3qssheegur2siersaeme7 csb,rail_fence,5,38,2.0,19
this is a secret message number 1328,NTFU hZM XSVWDV DYEPCGV ZROBVL 1328,vigenere,umxcar,35,1.3461538461538463,26
this is a secret message number 1329,AOPZPZ H ZLgLYA TLZZHNL UBTILY 1329,caesar,7,35,1.9444444444444444,18
this is a secret message number 1330,OCDNDN V NZXMZbO HZNNVBZ IPHgZM 1330,caesar,21,36,2.0,18
this is a secret message number 1331,nmu1aemitn3hcamtesesee3irg1ssb,columnar,qhtrgbcx,30,2.0,15
this is a secret message number 1332,ta  1h  tmen isseegur3sirsame2 cs,rail_fence,5,33,2.0625,16
this is a secret message number 1333,NBCM CM UuWLYN GYMMUAY HOGVYL 1333,caesar,20,34,2.0,17
this is a secret message number 1334,tseu3hesm4iegircsbamn3ste1sree,columnar,bfnzgxv,30,1.875,16
this is a secret message number 1335,t  1h  tmen 3isseegur3siersam5efcsb,rail_fence,5,35,1.9444444444444444,18
this is a secret message number 1336,tietsne3iaregma1siseseb3hncmaur6,columnar,blfj,32,2.0,16
this is a secret message number 1337,ISGD DG QPPNMSY XCDDVUJ YSXMZF 13l7,vigenere,plyllvof,35,1.6666666666666667,21
this is a secret message number 1338,t ac s b1hsi  ertmsaeome3 8ijseegur3,rail_fence,3,36,2.0,18
this is a secret message number 1339,ZUPD CN G FLNFYO SKFZULY UAOLC 139,vigenere,gnhlouvhg,34,1.8888888888888888,18
this is a secret message number 1340,t ac s b1hsi  enrtmsaine 30isseegur4,rail_fence,3,36,2.0,18
this is a secret message number 1341,tsce rhi ermseee 1i ase sgue14smtam3,rail_fence,4,36,2.4,15
this is a secret message number 1342,GARB EV D LNLRAW PmRLBJGA kXZUA 1342,vigenere,ntjjawdgd,36,1.6363636363636365,22
this is a secret message number 1343,ta  1h  tmen 3idsseegur4siersameyn csb,rail_fence,5,38,2.0,19
this is a secret message number 1344,GUVFVF N FPRERG ZRFFNT RAHZORE 1344,caesar,13,35,2.0588235294117645,17
this is a secret message number 1345,ti ssc eesg ubr14hsi  ertmsfaenme 35,rail_fence,2,36,1.894736842105263,19
this is a secret message number 1346,TvAUS Z SM WVCKQT DlELEAKV GGMFVR 1346,vigenere,atmaer,38,1.5833333333333333,24
this is a secret message number 1347,istam3vtsrsnrsemgb4iceee7hrapesu1,columnar,gyeho,33,1.736842105263158,19
this is a secret message number 1348,tsce rhi ermsene 8i aqse vsgub1s4 tam3,rail_fence,4,38,1.9,20
this is a secret message number 1349,tsce rhi emsene 9i ase sgub14so am3,rail_fence,4,35,1.8421052631578947,19
this is a secret message number 1350,tsce rvi ermsene 0imase sgub15s ta3m,rail_fence,4,36,2.0,18
this is a secret message number 1351,ietsn5iaregm1sseseb3hscmaur1,columnar,cxks,28,1.75,16
this is a secret message number 1352,t ac s b1hsi  ertmseanme 3wisseexur5,rail_fence,3,36,2.0,18
this is a secret message number 1353,tsce rhi esmsene 3i asej sgub15stam3,rail_fence,4,36,2.0,18
this is a secret message number 1354,seayb4ieen1ttzgescsu3irsm5hsmer,columnar,iyekob,31,1.631578947368421,19
this is a secret message number 1355,HVWG WG O GSQFS ASGGOUSB IAPSF 1l355,caesar,14,36,2.0,18
this is a secret message number 1356,NVHnW CGxE MSBVfN LIFMOFI HILFRL 1356,vigenere,uozen,37,1.608695652173913,23
this is a secret message number 1357,OIMZ JNE JFXSIA NZTWHXF OYTSFM 1357,vigenere,vbehrb,35,1.75,20
this is a secret message number 1358,RFGQ GQ  QCAPCR KCQQYEC LSKZCP 1358,caesar,24,35,1.9444444444444444,18
this is a secret message number 1359,t ac s b1hsi  artmsaenme39siseegur5,rail_fence,3,35,1.9444444444444444,18
this is a secret message number 1360,FEIY UP G EBCXQm MEEXGKZ RMHQD 1360,vigenere,mxagm,35,1.5217391304347827,23
this is a secret message number 1361,nieen1tatgescslu3hsmereab1irsm6,columnar,infjtp,31,1.8235294117647058,17
this is a secret message number 1362,HYXR ZH O HjDQITS DpTRGRVD EJLPVuG 1362,vigenere,orpz,39,1.56,25
this is a secret message number 1363,ta  1h  tmen 3isseegur6siesrme3csb,rail_fence,5,34,2.0,17
this is a secret message number 1364,YOV YQ H WBSPJA QaBIQFNR KKKGLE 1364,vigenere,fhnexqy,36,1.44,25
this is a secret message number 1365,DTMvN SE V QCGMDD QZRCMKZ XGQWD B1365,vigenere,kmevz,37,1.6818181818181819,22
this is a secret message number 1366,XkLEZ KO  ZiENIX TSUOEKA BWIFIN 1366,vigenere,eewhocw,36,1.7142857142857142,21
this is a secret message number 1367,tsce rhi ermgene 7i ase sbg16s tam3,rail_fence,4,35,2.0588235294117645,17
this is a secret message number 1368,ta  1hx  men 3isseegur6siersame8 scb,rail_fence,5,36,1.894736842105263,19
this is a secret message number 1369,PAHN ZOk Z LVYeDO DALRVZV GHTUVN 1369,vigenere,wtzvtr,37,1.7619047619047619,21
this is a secret message number 1370,sseesb3hscaur0tietsne7iaegm1,columnar,skwi,28,1.6470588235294117,17
this is a secret message number 1371,LnAK iAK S WUJWL EWKKSYW FMETWJ 1371,caesar,18,36,2.0,18
this is a secret message number 1372,PPWY VY Id YFPXAB SFFYWOS OHSXMF 137,vigenere,wiogbng,36,2.0,18
this is a secret message number 1373,SGHR HR Z RDBQDS pRRZFD MTLADQv1373,caesar,25,35,1.8421052631578947,19
this is a secret message number 1374,OCDN DN V NZXMwO HZNNVBv IPHWZtM 1374,caesar,21,37,1.7619047619047619,21
this is a secret message number 1375,ste1hesm5se7uiegricsbamn3srae,columnar,gfmokcn,29,1.7058823529411764,17
this is a secret message number 1376,WKLV LV D VHFUHW PHVVDJH yXPEHUc 137,caesar,3,36,2.0,18
this is a secret message number 1377,VPbA IS R UMZZOT VBKUIDM NUBSWT 137,vigenere,cixikaaprs,35,1.6666666666666667,21
this is a secret message number 1378,WTRO W B VQLNGH YFJMPA BZYCVU 137o8,vigenere,dmjwcofmbr,35,1.3461538461538463,26
this is a secret message number 1379,wATK TK L LPgUKPL XWLDSZm GFEUPJ 1379,vigenere,stl,37,1.608695652173913,23
this is a secret message number 1380,EPXU WR I UXQQPB XOGROLT GIMLMG 1380,vigenere,lipctoz,36,1.894736842105263,19
this is a secret message number 1381,NBCM CMU MYWLYN GYMMAUkY HOGVYL 1381,caesar,20,36,2.0,18
this is a secret message number 1382,irg1teseshbhcrasee3smu2itn8aem,columnar,dlanrqvj,30,1.7647058823529411,17
this is a secret message number 1383,tietlne8iaergm1hscmaur3ssese3,columnar,dtpw,29,1.8125,16
this is a secret message number 1384,ti sasce gesg ubr18hsai  ertmsarenme 34,rail_fence,2,39,2.1666666666666665,18
this is a secret message number 1385,ti sasce esg ubr18hsi  ertmsaenm e53,rail_fence,2,36,2.0,18
this is a secret message number 1386,eseint8see3ig1hcarsmu6ssbaem,columnar,bnjheozs,28,1.6470588235294117,17
this is a secret message number 1387,FKYG IE o EEOUUH MQVIOSE rQKANEDi 1387,vigenere,mdqoma,38,1.5833333333333333,24
this is a secret message number 1388,tac stmb1hsi  ertmsaenme 38isseegur8,rail_fence,3,36,2.1176470588235294,17
this is a secret message number 1389,IEUG sXP O HBOFE IYSSHXSS CRYPGE 1389,vigenere,pxmoa,37,1.85,20
this is a secret message number 1390,cKLV LV D VHFUWw PHVVDJH QXPEHU 1390,caesar,3,36,1.8,20
this is a secret message number 1391,AOPZ PZ H ZLJYLA TLZZH BTILY 1391,caesar,7,33,2.2,15
this is a secret message number 1392,XYI YI Q IUSHUJ CUIIQWfU DKCRUH 132,caesar,16,35,1.9444444444444444,18
this is a secret message number 1393,EStTD TD L DPNCPE XPDDLRiP YFXMPC 3193,caesar,11,38,2.0,19
this is a secret message number 1394,ETSD TD  DPNCPE hXPDDLRP YFXMPC 1394,caesar,11,36,1.894736842105263,19
this is a secret message number 1395,CXVJ RI R BUPoIEC ZVSBQTVcWKZSEA 1359,vigenere,jqnra,37,1.5416666666666667,24
this is a secret message number 1396,ETcD TD L DPNCPE XPDDLRPY FXMPC 1396,caesar,11,36,2.0,18
